,,,,,,,,,,,
,城市,酒店,原名称,平台,星级,房型,对于Qunar - 订购网站,价格,返现,website,
,大连,大连国航大厦,大连国航大厦,Ctrip,4,标准双床间[含早],,298,,http://hotels.ctrip.com/hotel/433189.html,
,大连,大连国际机场宾馆,大连国际机场宾馆,Qunar,,标准双人间,住哪网,240,29,http://hotel.qunar.com/city/dalian/dt-19/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA%E5%AE%BE%E9%A6%86&from=hotellist%7Csug&filterid=c7f51379-99b9-40b9-ba4c-2f05c1c3aa68_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A2FDA725&QHPR=1_1_0_0,
,大连,大连国际机场宾馆,大连国际机场宾馆,eLong,4,标准双人间,,240,41,http://hotel.elong.com/dalian/40801044/,
,大连,大连国际机场宾馆,大连国际机场宾馆,Ctrip,4,标准双人房[含早],,282,,http://hotels.ctrip.com/hotel/454552.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连泰达美居酒店,大连泰达美居酒店,Qunar,4,标准大床房,来订吧,348,66,http://hotel.qunar.com/city/dalian/dt-1996/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E6%B3%B0%E8%BE%BE%E7%BE%8E%E5%B1%85%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=233c5e31-5808-4cd7-8f0e-9242512d99a1_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3006B6D&QHPR=1_1_0_0,
,大连,大连泰达美居酒店,大连泰达美居酒店,eLong,4,标准间（大床）,,246,25,http://hotel.elong.com/dalian/40801171/,
,大连,大连泰达美居酒店,大连泰达美居酒店,Ctrip,4,标准间,,284,,http://hotels.ctrip.com/hotel/430124.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连西安路和颐酒店,大连西安路和颐酒店,Qunar,4,特惠大床房(无窗),住哪网,279,,http://hotel.qunar.com/city/dalian/dt-4886/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E8%A5%BF%E5%AE%89%E8%B7%AF%E5%92%8C%E9%A2%90%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=9956052d-cacd-434a-ad54-6fc6332f7484_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3016DC9&QHPR=1_1_0_0,
,大连,大连西安路和颐酒店,大连西安路和颐酒店,eLong,5,和颐特惠大床房,,269,,http://hotel.elong.com/dalian/00801198/,
,大连,大连西安路和颐酒店,大连西安路和颐酒店,Ctrip,4,和颐特惠大床房(新春特惠),,259,,http://hotels.ctrip.com/hotel/431959.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连长城饭店,大连长城饭店,Qunar,4,标准双人间,住哪网,358,67,http://hotel.qunar.com/city/dalian/dt-3239/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E9%95%BF%E5%9F%8E%E9%A5%AD%E5%BA%97&from=hotellist%7Csug&filterid=14cca724-713f-43fb-a757-9fb6c87f81bb_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A302F9CE&QHPR=1_1_0_0,
,大连,大连长城饭店,大连长城饭店,eLong,4,标准双床房,,358,46,http://hotel.elong.com/dalian/40801221/,
,大连,大连长城饭店,大连长城饭店,Ctrip,4,标准双人间[含早],,358,,http://hotels.ctrip.com/hotel/439757.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连九州华美达大酒店,大连九州华美达大酒店,Qunar,,标准大床房,来订吧,550,66,http://hotel.qunar.com/city/dalian/dt-22/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E4%B9%9D%E5%B7%9E%E5%8D%8E%E7%BE%8E%E8%BE%BE%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist&filterid=45354448-8ddf-4272-8f1d-00d59c4501df_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A30479F3&QHPR=1_1_0_0,
,大连,大连九州华美达大酒店,大连九州华美达大酒店,eLong,5,标准大床房,,550,41,http://hotel.elong.com/dalian/40801007/,
,大连,大连九州华美达大酒店,大连九州华美达大酒店,Ctrip,4,标准间[单早],,568,,http://hotels.ctrip.com/hotel/436105.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连奥利加尔酒店,大连奥利加尔酒店,Qunar,,商务双人房,来订吧,328,68,http://hotel.qunar.com/city/dalian/dt-2050/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E5%A5%A5%E5%88%A9%E5%8A%A0%E5%B0%94%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=cd8b7e6f-3fbf-4180-9732-3acdf29bdd01_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3065D38&QHPR=1_1_0_0,
,大连,大连奥利加尔酒店,大连奥利加尔酒店,eLong,4,商务双人间,,328,46,http://hotel.elong.com/dalian/40801164/,
,大连,大连奥利加尔酒店,大连奥利加尔酒店,Ctrip,4,商务大床间(预付),,328,,http://hotels.ctrip.com/hotel/433183.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连香洲花园酒店,大连香洲花园酒店,Qunar,5,豪华间,来订吧,619,66,http://hotel.qunar.com/city/dalian/dt-2129/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E9%A6%99%E6%B4%B2%E8%8A%B1%E5%9B%AD%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=8dddd53a-6908-4de7-8003-f0775e106a62_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A308F319&QHPR=1_1_0_0,
,大连,大连香洲花园酒店,大连香洲花园酒店,eLong,5,豪华间,,619,81,http://hotel.elong.com/dalian/50801053/,
,大连,大连香洲花园酒店,大连香洲花园酒店,Ctrip,5,豪华房,,619,,http://hotels.ctrip.com/hotel/654464.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连香格里拉大酒店,大连香格里拉大酒店,Qunar,,海港景豪华房,来订吧,1093,83,http://hotel.qunar.com/city/dalian/dt-18/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E9%A6%99%E6%A0%BC%E9%87%8C%E6%8B%89%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=eea52640-6ad9-4453-9fc1-40df82685515_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A30A3BB2&QHPR=1_1_0_0,
,大连,大连香格里拉大酒店,大连香格里拉大饭店,eLong,5,海港全景豪华房（单人入住）,,1093,,http://hotel.elong.com/dalian/50801006/,
,大连,大连香格里拉大酒店,大连香格里拉大酒店,Ctrip,5,海港全景豪华大床(周末促销)(单人入住),,1093,,http://hotels.ctrip.com/hotel/400693.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连国际金融会议中心海景酒店,大连国际金融会议中心海景酒店,Qunar,5,山景豪华房,来订吧,658,69,http://hotel.qunar.com/city/dalian/dt-30/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E5%9B%BD%E9%99%85%E9%87%91%E8%9E%8D%E4%BC%9A%E8%AE%AE%E4%B8%AD%E5%BF%83%E6%B5%B7%E6%99%AF%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=aa7334f5-ff25-479e-81df-043d587d245c_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A30B5826&QHPR=1_1_0_0,
,大连,大连国际金融会议中心海景酒店,大连国际金融会议中心海景酒店,eLong,5,山景豪华双床房,,451,,http://hotel.elong.com/dalian/50801017/,
,大连,大连国际金融会议中心海景酒店,大连国际金融会议中心海景酒店,Ctrip,5,山景豪华间,,450,,http://hotels.ctrip.com/hotel/438758.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,大连,大连远洋洲际酒店,大连远洋洲际酒店,Qunar,,洲际高级房,来订吧,1035,80,http://hotel.qunar.com/city/dalian/dt-2199/?tag=dalian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A4%A7%E8%BF%9E%E8%BF%9C%E6%B4%8B%E6%B4%B2%E9%99%85%E9%85%92%E5%BA%97&from=hotellist&filterid=f3e79758-8f8f-4659-827b-d6f4ce7e87c1_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A30C8655&QHPR=1_1_0_0,
,大连,大连远洋洲际酒店,大连远洋洲际酒店,eLong,5,洲际高级房,,632,,http://hotel.elong.com/dalian/50801058/,
,大连,大连远洋洲际酒店,大连远洋洲际酒店,Ctrip,5,洲际高级间(可申请特殊价),,605,,http://hotels.ctrip.com/hotel/400950.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,如家（西安钟楼东大街万达广场店）,如家（西安钟楼东大街万达广场店）,Qunar,经济型,标准双人房,住哪网,127,,http://hotel.qunar.com/city/xian/dt-4727/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A6%82%E5%AE%B6%EF%BC%88%E8%A5%BF%E5%AE%89%E9%92%9F%E6%A5%BC%E4%B8%9C%E5%A4%A7%E8%A1%97%E4%B8%87%E8%BE%BE%E5%B9%BF%E5%9C%BA%E5%BA%97%EF%BC%89&from=hotellist&filterid=8ff5acdc-6718-4163-9f0d-1b79ed3de1c3_A&showMap=0&qptype=brand|poi&haspoi=1&QHFP=ZSS_A34BB58A&QHPR=1_1_0_0,
,西安,如家（西安钟楼东大街万达广场店）,如家快捷酒店（西安钟楼东大街万达广场店）（原西安东大街大差市店）,eLong,0,标准双人房,,127,,http://hotel.elong.com/xian/02701149/,
,西安,如家西安钟楼东大街万达广场店,如家快捷酒店（西安钟楼东大街万达广场店）,Ctrip,2,标准双人房(内宾),,127,,http://hotels.ctrip.com/hotel/85299.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,7天连锁酒店西安钟楼店,7天连锁酒店西安钟楼店,Qunar,经济型,商务大床房,住哪网,197,,http://hotel.qunar.com/city/xian/dt-7499/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=7%E5%A4%A9%E8%BF%9E%E9%94%81%E9%85%92%E5%BA%97%E8%A5%BF%E5%AE%89%E9%92%9F%E6%A5%BC%E5%BA%97&from=hotellist%7Csug&filterid=4b5221df-4c54-4850-b269-bc0b35f51087_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A34E6537&QHPR=1_1_0_0,
,西安,7天连锁酒店西安钟楼店,7天连锁酒店（西安钟楼店）,eLong,0,商务大床房,,197,,http://hotel.elong.com/xian/02701576/,
,西安,7天连锁酒店西安钟楼店,7天连锁酒店（西安钟楼店）,Ctrip,2,温馨大床房,,148,,http://hotels.ctrip.com/hotel/471570.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,Y
,西安,格林豪泰西安高新路商务酒店,格林豪泰西安高新路商务酒店,Qunar,经济型,豪华标准房,同程网,312,,http://hotel.qunar.com/city/xian/dt-6242/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E6%A0%BC%E6%9E%97%E8%B1%AA%E6%B3%B0%E8%A5%BF%E5%AE%89%E9%AB%98%E6%96%B0%E8%B7%AF%E5%95%86%E5%8A%A1%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=bb8952a1-ebdb-4640-8abb-2b2ea617ff3c_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A35073B4&QHPR=1_1_0_0,
,西安,格林豪泰西安高新路商务酒店,格林豪泰（西安高新路商务酒店）,eLong,0,豪华标准房,,322,,http://hotel.elong.com/xian/02701240/,
,西安,格林豪泰西安高新路商务酒店,格林豪泰（西安高新科技五路店）,Ctrip,2,豪华标准房,,312,,http://hotels.ctrip.com/hotel/110039.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,汉庭酒店西安丰庆路店,汉庭酒店西安丰庆路店,Qunar,经济型,高级大床房,住哪网,139,,http://hotel.qunar.com/city/xian/dt-6681/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E6%B1%89%E5%BA%AD%E9%85%92%E5%BA%97%E8%A5%BF%E5%AE%89%E4%B8%B0%E5%BA%86%E8%B7%AF%E5%BA%97&from=hotellist%7Csug&filterid=89b68c76-6064-406f-bc87-6c7f39a05452_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A351F968&QHPR=1_1_0_0,
,西安,汉庭酒店西安丰庆路店,汉庭酒店（西安丰庆路店）,eLong,0,特惠高级大床房,,139,,http://hotel.elong.com/xian/02701307/,
,西安,汉庭酒店西安丰庆路店,汉庭酒店（西安丰庆路店）,Ctrip,2,高级大床房(限量特惠),,139,,http://hotels.ctrip.com/hotel/128254.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,布丁酒店西安莲湖公园店,布丁酒店西安莲湖公园店,Qunar,经济型,标准房(部分暗窗),来订吧,180,,http://hotel.qunar.com/city/xian/dt-7665/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%83%E4%B8%81%E9%85%92%E5%BA%97%E8%A5%BF%E5%AE%89%E8%8E%B2%E6%B9%96%E5%85%AC%E5%9B%AD%E5%BA%97&from=hotellist%7Csug&filterid=8f1cfce5-1615-4a69-bd4b-7a138fb94e00_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A354265D&QHPR=1_1_0_0,
,西安,布丁酒店西安莲湖公园店,布丁酒店连锁（西安莲湖公园店）,eLong,0,标准房,,170,,http://hotel.elong.com/xian/02701549/,
,西安,布丁酒店西安莲湖公园店,布丁酒店（西安莲湖公园店）,Ctrip,2,标准房(内宾), ,180,,http://hotels.ctrip.com/hotel/425394.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,莫泰168连锁酒店西安阎良胜利路店,莫泰168连锁酒店西安阎良胜利路店,Qunar,经济型,大床房,住哪网,161,,http://hotel.qunar.com/city/xian/dt-4743/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%8E%AB%E6%B3%B0168%E8%BF%9E%E9%94%81%E9%85%92%E5%BA%97%E8%A5%BF%E5%AE%89%E9%98%8E%E8%89%AF%E8%83%9C%E5%88%A9%E8%B7%AF%E5%BA%97&from=hotellist%7Csug&filterid=3106eede-97cd-4900-b3bd-4d8537def2d8_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A356A072&QHPR=1_1_0_0,
,西安,莫泰168连锁酒店西安阎良胜利路店,莫泰168（西安阎良胜利店）,eLong,2,大床房,,161,,http://hotel.elong.com/xian/22701136/,
,西安,莫泰168连锁酒店西安阎良胜利路店,莫泰168（西安阎良胜利路店）,Ctrip,2,商务大床房,,161,,http://hotels.ctrip.com/hotel/123207.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,速8酒店西安东大街店,速8酒店西安东大街店,Qunar,经济型,标准间,来订吧,238,40,http://hotel.qunar.com/city/xian/dt-5954/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%80%9F8%E9%85%92%E5%BA%97%E8%A5%BF%E5%AE%89%E4%B8%9C%E5%A4%A7%E8%A1%97%E5%BA%97&from=hotellist%7Csug&filterid=5a454950-da79-45e2-8c38-19b3419a37c1_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A357E4F7&QHPR=1_1_0_0,
,西安,速8酒店西安东大街店,速8酒店（西安东大街店）,eLong,0,标准间,,238,41,http://hotel.elong.com/xian/02701210/,
,西安,速8酒店西安东大街店,速8酒店（西安东大街店）,Ctrip,2,标准间(内宾),,238,,http://hotels.ctrip.com/hotel/97342.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安阳阳国际公寓日租公寓,西安阳阳国际公寓日租公寓,Qunar,2,大床房,易程旅行网,179,16,http://hotel.qunar.com/city/xian/dt-6747/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E9%98%B3%E9%98%B3%E5%9B%BD%E9%99%85%E5%85%AC%E5%AF%93%E6%97%A5%E7%A7%9F%E5%85%AC%E5%AF%93&from=hotellist%7Csug&filterid=16e378b2-aa4d-4fde-a236-df3edf043fb2_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3598662&QHPR=1_1_0_0,
,西安,西安阳阳国际公寓日租公寓,西安阳阳国际公寓（日租公寓）,eLong,0,大床房,,185,21,http://hotel.elong.com/xian/12701519/,
,西安,西安阳阳国际公寓日租公寓,西安阳阳国际公寓,Ctrip,2,大床房,,218,,http://hotels.ctrip.com/hotel/690488.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安华辰酒店,西安华辰酒店,Qunar,2,普通标准间,同程网,138,18,http://hotel.qunar.com/city/xian/dt-3743/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E5%8D%8E%E8%BE%B0%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=121507ba-2598-43eb-8985-e6bd1c6574f2_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A35AA556&QHPR=1_1_0_0,
,西安,西安华辰酒店,西安华辰酒店,eLong,0,标准间,,128,21,http://hotel.elong.com/xian/02701098/,
,西安,西安华辰酒店,西安华辰酒店,Ctrip,2,普通间(中宾),,128,,http://hotels.ctrip.com/hotel/82772.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安中晶城市酒店,西安中晶城市酒店,Qunar,3,标准房,来订吧,299,35,http://hotel.qunar.com/city/xian/dt-7708/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E4%B8%AD%E6%99%B6%E5%9F%8E%E5%B8%82%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=7beaa5e3-9883-4e5c-a1e6-52759139338a_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A35B69E5&QHPR=1_1_0_0,
,西安,西安中晶城市酒店,西安中晶城市酒店,eLong,3,标准间,,299,21,http://hotel.elong.com/xian/02701500/,
,西安,西安中晶城市酒店,西安中晶城市酒店,Ctrip,3,标准间(中宾),,299,,http://hotels.ctrip.com/hotel/396499.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安临潼开元假日酒店,西安临潼开元假日酒店,Qunar,3,标准间,住哪网,158,31,http://hotel.qunar.com/city/xian/dt-7150/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E4%B8%B4%E6%BD%BC%E5%BC%80%E5%85%83%E5%81%87%E6%97%A5%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=d007d424-1f52-4cd3-a55d-9a32793c0fc7_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A35D6846&QHPR=1_1_0_0,
,西安,西安临潼开元假日酒店,西安临潼开元假日酒店,eLong,0,标准间,,158,21,http://hotel.elong.com/xian/02701352/,
,西安,西安临潼开元假日酒店,西安开元假日酒店,Ctrip,2,标准间,,158,,http://hotels.ctrip.com/hotel/135674.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安民幸精品酒店,西安民幸精品酒店,Qunar,3,商务间,来订吧,298,40,http://hotel.qunar.com/city/xian/dt-9327/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E6%B0%91%E5%B9%B8%E7%B2%BE%E5%93%81%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=fea1389c-7c71-43ea-aa14-1d9ee8454d32_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A35EB853&QHPR=1_1_0_0,
,西安,西安民幸精品酒店,陕西民幸精品酒店（西安）,eLong,4,商务大床房,,348,41,http://hotel.elong.com/xian/12701051/,
,西安,西安民幸精品酒店,陕西民幸精品酒店,Ctrip,4,商务间,,298,,http://hotels.ctrip.com/hotel/659770.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安曲江银座商务酒店,西安曲江银座商务酒店,Qunar,4,商务标准双人间,来订吧,458,66,http://hotel.qunar.com/city/xian/dt-7738/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E6%9B%B2%E6%B1%9F%E9%93%B6%E5%BA%A7%E5%95%86%E5%8A%A1%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=fa2409ce-c877-4759-b409-1bd47279404e_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3600DEA&QHPR=1_1_0_0,
,西安,西安曲江银座商务酒店,西安曲江银座酒店,eLong,4,商务标准双人间, ,458,46,http://hotel.elong.com/xian/02701587/,
,西安,西安曲江银座商务酒店,西安曲江银座酒店,Ctrip,4,商务标准双人间,,488,,http://hotels.ctrip.com/hotel/447993.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安华美达兆瑞酒店,西安华美达兆瑞酒店,Qunar,4,高级间,来订吧,398,66,http://hotel.qunar.com/city/xian/dt-4677/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E5%8D%8E%E7%BE%8E%E8%BE%BE%E5%85%86%E7%91%9E%E9%85%92%E5%BA%97&from=hotellist&filterid=bea8697f-4357-42e1-bf18-0d1993513c9b_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3637E0C&QHPR=1_1_0_0,
,西安,西安华美达兆瑞酒店,西安华美达兆瑞酒店,eLong,5,标准间（限时抢购）,,398,46,http://hotel.elong.com/xian/52701037/,
,西安,西安华美达兆瑞酒店,西安华美达兆瑞酒店,Ctrip,4,高级间特惠,,398,,http://hotels.ctrip.com/hotel/474262.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安鑫福莱大酒店,西安鑫福莱大酒店,Qunar,4,标准间(无窗),住哪网,168,30,http://hotel.qunar.com/city/xian/dt-4786/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E9%91%AB%E7%A6%8F%E8%8E%B1%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=6ea4d464-87b1-4324-b697-ed9c0f09bdb7_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A36485A5&QHPR=1_1_0_0,
,西安,西安鑫福莱大酒店,陕西鑫福莱大酒店（西安）,eLong,4,普通标准间（无窗）,,168,26,http://hotel.elong.com/xian/42701118/,
,西安,西安鑫福莱大酒店,陕西鑫福莱大酒店,Ctrip,4,标准客房（无窗）(今日特价),,168,,http://hotels.ctrip.com/hotel/667337.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安交大南洋大酒店,西安交大南洋大酒店,Qunar,4,标准双人间,同程网,360,58,http://hotel.qunar.com/city/xian/dt-88/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E4%BA%A4%E5%A4%A7%E5%8D%97%E6%B4%8B%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=a4dd47b5-87f1-4a60-ab94-95cfdcb4519c_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3662783&QHPR=1_1_0_0,
,西安,西安交大南洋大酒店,西安交大南洋大酒店,eLong,4,商务双人间, ,349,56,http://hotel.elong.com/xian/42701028/,
,西安,西安交大南洋大酒店,西安交大南洋大酒店,Ctrip,4,标准双人间,,279,,http://hotels.ctrip.com/hotel/25386.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安阿房宫维景国际大酒店(原西安凯悦阿房宫酒店),西安阿房宫维景国际大酒店(原西安凯悦阿房宫酒店),Qunar,,标准房,来订吧,479,59,http://hotel.qunar.com/city/xian/dt-152/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E9%98%BF%E6%88%BF%E5%AE%AB%E7%BB%B4%E6%99%AF%E5%9B%BD%E9%99%85%E5%A4%A7%E9%85%92%E5%BA%97(%E5%8E%9F%E8%A5%BF%E5%AE%89%E5%87%AF%E6%82%A6%E9%98%BF%E6%88%BF%E5%AE%AB%E9%85%92%E5%BA%97)&from=hotellist&filterid=6472da26-7572-40f3-8248-15063f9766a7_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A367684E&QHPR=1_1_0_0,
,西安,西安阿房宫维景国际大酒店(原西安凯悦阿房宫酒店),西安（阿房宫）维景国际大酒店（原西安凯悦酒店）,eLong,5,标准间,,479,31,http://hotel.elong.com/xian/52701006/,
,西安,西安阿房宫维景国际大酒店(原西安凯悦阿房宫酒店),西安（阿房宫）维景国际大酒店（原西安凯悦(阿房宫)酒店）,Ctrip,5,标准间(冬季特惠),,479,,http://hotels.ctrip.com/hotel/420021.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,陕西世纪金源大饭店,陕西世纪金源大饭店,Qunar,,高级标准间,住哪网,458,73,http://hotel.qunar.com/city/xian/dt-2187/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%99%95%E8%A5%BF%E4%B8%96%E7%BA%AA%E9%87%91%E6%BA%90%E5%A4%A7%E9%A5%AD%E5%BA%97&from=hotellist%7Csug&filterid=d01155e8-42b0-4bbf-a7c6-f1253a6731b0_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A37385BE&QHPR=1_1_0_0,
,西安,陕西世纪金源大饭店,陕西世纪金源大饭店,eLong,5,高级间,,459,45,http://hotel.elong.com/xian/52701025/,
,西安,陕西世纪金源大饭店,陕西世纪金源大饭店,Ctrip,5,高级间[含早],,482,,http://hotels.ctrip.com/hotel/425222.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,西安,西安金花豪生国际大酒店,西安金花豪生国际大酒店,Qunar,5,豪华房,来订吧,593,61,http://hotel.qunar.com/city/xian/dt-125/?tag=xian#fromDate=2014-02-28&toDate=2014-03-01&q=%E8%A5%BF%E5%AE%89%E9%87%91%E8%8A%B1%E8%B1%AA%E7%94%9F%E5%9B%BD%E9%99%85%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=b9c6303e-8db8-4793-a4d0-8495ccc4cdc9_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A374D1A8&QHPR=1_1_0_0,
