,,,,,,,,,,,
,城市,酒店,原名称,平台,星级,房型,对于Qunar - 订购网站,价格,返现,website,
,上海,上海为波宾馆上海人民广场店,上海为波宾馆（人民广场店）,eLong,0,标准间,,249,31,http://hotel.elong.com/shanghai/00201980/,
,上海,上海为波宾馆上海人民广场店,上海为波宾馆上海人民广场店,Qunar,2,标准房,1.来订吧,249,35,http://hotel.qunar.com/city/shanghai_city/dt-14238/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%BA%E6%B3%A2%E5%AE%BE%E9%A6%86%EF%BC%88%E4%B8%8A%E6%B5%B7%E4%BA%BA%E6%B0%91%E5%B9%BF%E5%9C%BA%E5%BA%97%EF%BC%89&from=hotellist%7Csug&filterid=4a9632c5-62c2-482a-bedb-2075877e4393_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5DB3717&QHPR=1_1_0_0,
,上海,上海悦·清水湾会议中心,上海悦·清水湾会议中心,Ctrip,3,标准房(提前3天预订),,331,,http://hotels.ctrip.com/hotel/453341.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海悦·清水湾会议中心,上海悦-清水湾会议中心,eLong,4,标准房,,331,46,http://hotel.elong.com/shanghai/10201934/,
,上海,上海悦·清水湾会议中心,上海悦·清水湾会议中心,Qunar,3,标准房,1.来订吧,349,66,http://hotel.qunar.com/city/shanghai_city/dt-15003/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E6%B8%85%E6%B0%B4%E6%B9%BE%E4%BC%9A%E8%AE%AE%E4%B8%AD%E5%BF%83&from=hotellist%7Csug&filterid=9f814fea-f4a5-4af2-9afb-75fbd1567099_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A6059B82&QHPR=1_1_0_0,
,上海,上海静安紫苑酒店公寓,上海静安紫苑酒店式公寓,Ctrip,3,单间公寓,,498,,http://hotels.ctrip.com/hotel/453596.html,
,上海,上海静安紫苑酒店公寓,上海静安紫苑酒店式公寓,eLong,0,单间公寓,,498,46,http://hotel.elong.com/shanghai/90201540/,
,上海,上海静安紫苑酒店公寓,上海静安紫苑酒店公寓,Qunar,3,单间公寓房,1.来订吧,458,58,http://hotel.qunar.com/city/shanghai_city/dt-16810/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E9%9D%99%E5%AE%89%E7%B4%AB%E8%8B%91%E9%85%92%E5%BA%97%E5%BC%8F%E5%85%AC%E5%AF%93&from=hotellist%7Csug&filterid=19c13351-01cc-4cef-b232-ee12e389974a_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A6074CAE&QHPR=1_1_0_0,
地址不同700/670,上海,全季酒店上海田林店,全季酒店（上海田林店）,Ctrip,3,双床房,,417,,http://hotels.ctrip.com/hotel/450719.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,全季酒店上海田林店,全季酒店(上海田林店),eLong,3,双床房,,417,,http://hotel.elong.com/shanghai/00201726/,
,上海,全季酒店上海田林店,全季酒店上海田林店,Qunar,3,双床房,1.住哪网,417,21,http://hotel.qunar.com/city/shanghai_city/dt-8936/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E5%85%A8%E5%AD%A3%E9%85%92%E5%BA%97(%E4%B8%8A%E6%B5%B7%E7%94%B0%E6%9E%97%E5%BA%97)&from=hotellist%7Csug&filterid=ca6059e3-2e97-4223-9b24-dc91ee1bcd0b_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A60B20C3&QHPR=1_1_0_0,
,上海,上海学苑宾馆,上海学苑宾馆,Ctrip,3,豪华双人房(内宾),,338,,http://hotels.ctrip.com/hotel/74892.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海学苑宾馆,上海学苑宾馆,eLong,4,豪华双人房,,338,46,http://hotel.elong.com/shanghai/10201189/,
,上海,上海学苑宾馆,上海学苑宾馆,Qunar,3,豪华双人房,2.来订吧,338,66,http://hotel.qunar.com/city/shanghai_city/dt-4805/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E5%AD%A6%E8%8B%91%E5%AE%BE%E9%A6%86&from=hotellist%7Csug&filterid=31b030b2-0390-46c3-902b-f89b53aff947_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A565B46E&QHPR=1_1_0_0,
,上海,上海曼森精品酒店公寓南京西路二店,曼森精品酒店公寓（上海南京西路二店）,Ctrip,3,豪华大床房,,458,,http://hotels.ctrip.com/hotel/703123.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海曼森精品酒店公寓南京西路二店,曼森精品酒店公寓（上海南京西路二店）,eLong,4,豪华大床房,,498,41,http://hotel.elong.com/shanghai/80201173/,
,上海,上海曼森精品酒店公寓南京西路二店,上海曼森精品酒店公寓南京西路二店,Qunar,3,静安豪华大床房,1.来订吧,488,60,http://hotel.qunar.com/city/shanghai_city/dt-16542/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E6%9B%BC%E6%A3%AE%E7%B2%BE%E5%93%81%E9%85%92%E5%BA%97%E5%85%AC%E5%AF%93%EF%BC%88%E4%B8%8A%E6%B5%B7%E5%8D%97%E4%BA%AC%E8%A5%BF%E8%B7%AF%E4%BA%8C%E5%BA%97%EF%BC%89&from=hotellist%7Csug&filterid=cbe6b103-1455-449e-ae4b-bdabe2bf8ec8_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A60DB8D7&QHPR=1_1_0_0,
,上海,上海九久假日酒店,上海九久假日酒店,Ctrip,2,标准房,,348,,http://hotels.ctrip.com/hotel/25591.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海九久假日酒店,上海九久精品酒店,eLong,3,标准房 (还剩2间),,348,31,http://hotel.elong.com/shanghai/30201278/,
,上海,上海九久假日酒店,上海九久假日酒店,Qunar,3,标准房,3.同程网,348,17,http://hotel.qunar.com/city/shanghai_city/dt-425/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B9%9D%E4%B9%85%E5%81%87%E6%97%A5%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=9f15a0d3-8682-4fbd-97be-3529c29e943b_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A613053F&QHPR=1_1_0_0,
,上海,上海红典花园会馆,上海红典花园会馆,Ctrip,4,雅致大床套房,,388,,http://hotels.ctrip.com/hotel/470155.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海红典花园会馆,上海红典花园会馆,eLong,3,雅致套房A,,398,46,http://hotel.elong.com/shanghai/10201146/,
,上海,上海红典花园会馆,上海红典花园会馆,Qunar,4,雅致套房A,2.住哪网,458,46,http://hotel.qunar.com/city/shanghai_city/dt-2433/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E7%BA%A2%E5%85%B8%E8%8A%B1%E5%9B%AD%E4%BC%9A%E9%A6%86&from=hotellist&filterid=65528e63-7d4b-443c-8a9d-c2035b05cedc_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5744348&QHPR=1_1_0_0,
,上海,上海嘉汇华美达广场大酒店,上海嘉汇华美达广场大酒店,Ctrip,4,商务双床房,,444,,http://hotels.ctrip.com/hotel/375464.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海嘉汇华美达广场大酒店,上海嘉汇华美达广场大酒店,eLong,5,商务双床房,,649,56,http://hotel.elong.com/shanghai/40201982/,
,上海,上海嘉汇华美达广场大酒店,上海嘉汇华美达广场大酒店,Qunar,4,商务房,2.趣住网,649,,http://hotel.qunar.com/city/shanghai_city/dt-2526/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E5%98%89%E6%B1%87%E5%8D%8E%E7%BE%8E%E8%BE%BE%E5%B9%BF%E5%9C%BA%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist&filterid=2751adf2-aba4-4c6f-8424-de231660fb59_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A57D4264&QHPR=1_1_0_0,
,上海,上海芭堤雅假日酒店,上海芭堤雅假日酒店,Ctrip,4,标准间,,298,,http://hotels.ctrip.com/hotel/536005.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海芭堤雅假日酒店,上海芭堤雅假日酒店,eLong,3,标准房,,298,56,http://hotel.elong.com/shanghai/10201297/,
,上海,上海芭堤雅假日酒店,上海芭堤雅假日酒店,Qunar,4,标准房,1.住哪网,298,56,http://hotel.qunar.com/city/shanghai_city/dt-7328/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E8%8A%AD%E5%A0%A4%E9%9B%85%E5%81%87%E6%97%A5%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=e30e7828-c4e4-4119-bdec-95f58d5b642a_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A583624D&QHPR=1_1_0_0,
,上海,上海诺宝中心大酒店,上海诺宝中心大酒店,Ctrip,4,普通标准间,,280,,http://hotels.ctrip.com/hotel/435414.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海诺宝中心大酒店,上海诺宝中心酒店,eLong,4,标准间,,280,,http://hotel.elong.com/shanghai/40201062/,
,上海,上海诺宝中心大酒店,上海诺宝中心大酒店,Qunar,4,标准间,2.易程旅行网,338,31,http://hotel.qunar.com/city/shanghai_city/dt-225/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E8%AF%BA%E5%AE%9D%E4%B8%AD%E5%BF%83%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist&filterid=1aa83e24-3e80-4811-b5c7-a0ec99cf64bc_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A58A0A9C&QHPR=1_1_0_0,
,上海,上海新晖大酒店,上海新晖大酒店,Ctrip,4,高级房,,448,,http://hotels.ctrip.com/hotel/607466.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海新晖大酒店,上海新晖大酒店,eLong,4,高级房,,528,41,http://hotel.elong.com/search/list_cn_0201.html?IsNotAcceptRecommend=false&Keywords=%E4%B8%8A%E6%B5%B7%E6%96%B0%E6%99%96%E5%A4%A7%E9%85%92%E5%BA%97&KeywordsType=999&aioIndex=-1&aioVal=%E4%B8%8A%E6%B5%B7%E6%96%B0%E6%99%96%E5%A4%A7%E9%85%92%E5%BA%97,
,上海,上海新晖大酒店,上海新晖大酒店,Qunar,4,高级房,1.来订吧,488,60,http://hotel.qunar.com/city/shanghai_city/dt-2197/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E6%96%B0%E6%99%96%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=51d630a8-d960-4eac-86cd-0dfbf58d84da_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A58C4A80&QHPR=1_1_0_0,
,上海,上海衡山金仓永华大酒店,上海衡山金仓永华大酒店,Ctrip,4,标准间,,498,,http://hotels.ctrip.com/hotel/445215.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海衡山金仓永华大酒店,上海衡山金仓永华大酒店,eLong,4,标准房,,498,46,http://hotel.elong.com/shanghai/10201381/,
,上海,上海衡山金仓永华大酒店,上海衡山金仓永华大酒店,Qunar,4,标准房,1.来订吧,498,67,http://hotel.qunar.com/city/shanghai_city/dt-8640/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E8%A1%A1%E5%B1%B1%E9%87%91%E4%BB%93%E6%B0%B8%E5%8D%8E%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=c3eaddef-7541-4498-918b-f4f7064649bd_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A596D3EE&QHPR=1_1_0_0,
,上海,上海博雅酒店,上海博雅酒店,Ctrip,5,商务房,,1188,,http://hotels.ctrip.com/hotel/436340.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海博雅酒店,上海博雅酒店,eLong,5,商务房,,1189,120,http://hotel.elong.com/shanghai/50201252/,
,上海,上海博雅酒店,上海博雅酒店,Qunar,5,商务房,1.来订吧,1188,95,http://hotel.qunar.com/city/shanghai_city/dt-2096/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E5%8D%9A%E9%9B%85%E9%85%92%E5%BA%97&from=hotellist&filterid=02782644-5115-4e26-b0e5-c5a97854f774_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A59D8689&QHPR=1_1_0_0,
,上海,上海富豪金丰酒店,上海富豪金丰酒店,Ctrip,5,高级房,,690,,http://hotels.ctrip.com/hotel/397155.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海富豪金丰酒店,上海富豪金丰酒店,eLong,5,高级房,,690,61,http://hotel.elong.com/shanghai/50201301/,
,上海,上海富豪金丰酒店,上海富豪金丰酒店,Qunar,5,高级房,1.来订吧,690,70,http://hotel.qunar.com/city/shanghai_city/dt-4718/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E5%AF%8C%E8%B1%AA%E9%87%91%E4%B8%B0%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=71cb80b0-498b-44dc-85ab-417a608f3e37_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5A53620&QHPR=1_1_0_0,
,上海,上海璞丽酒店,上海璞丽酒店,Ctrip,5,璞丽经典客房(提前5天预订)(双人入住),,3079,,http://hotels.ctrip.com/hotel/416228.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海璞丽酒店,上海璞丽酒店,eLong,5,璞丽经典客房,,3393,208,http://hotel.elong.com/shanghai/50201298/,
,上海,上海璞丽酒店,上海璞丽酒店,Qunar,5,璞丽经典客房,3.酒店之家,3508,200,http://hotel.qunar.com/city/shanghai_city/dt-5107/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E7%92%9E%E4%B8%BD%E9%85%92%E5%BA%97&from=hotellist&filterid=8f73b4f1-5fb6-4860-a801-5ba17823654d_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5B241D6&QHPR=1_1_0_0,
,上海,上海嘉豪淮海国际豪生酒店,上海嘉豪淮海国际豪生酒店,Ctrip,5,豪华房,,1050,,http://hotels.ctrip.com/hotel/427622.html,
,上海,上海嘉豪淮海国际豪生酒店,上海嘉豪淮海国际豪生酒店,eLong,5,豪华双床房,,1050,96,http://hotel.elong.com/shanghai/50201257/,
,上海,上海嘉豪淮海国际豪生酒店,上海嘉豪淮海国际豪生酒店,Qunar,5,豪华双床房,1.来订吧,1050,83,http://hotel.qunar.com/city/shanghai_city/dt-2222/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E5%98%89%E8%B1%AA%E6%B7%AE%E6%B5%B7%E5%9B%BD%E9%99%85%E8%B1%AA%E7%94%9F%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=15e39bc4-65e7-4493-a2ea-f8460ff9bc3b_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5BD7704&QHPR=1_1_0_0,
,上海,上海中环国际酒店,上海中环国际酒店,Ctrip,5,高级房[含早],,688,,http://hotels.ctrip.com/hotel/419903.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海中环国际酒店,上海中环国际酒店,eLong,4,高级房,,638,76,http://hotel.elong.com/shanghai/10201280/,
,上海,上海中环国际酒店,上海中环国际酒店,Qunar,5,高级房,1.住哪网,688,99,http://hotel.qunar.com/city/shanghai_city/dt-5575/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E4%B8%AD%E7%8E%AF%E5%9B%BD%E9%99%85%E9%85%92%E5%BA%97&from=hotellist&filterid=2fc2d7ef-733b-4bac-9d31-581c233eed41_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5C1BC05&QHPR=1_1_0_0,
,上海,上海新时空众理酒店公寓,上海新时空众理酒店式公寓,Ctrip,2,豪华复式双床房,,398,,http://hotels.ctrip.com/hotel/129233.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海新时空众理酒店公寓,上海新时空众理酒店公寓,eLong,2,豪华复式双床房,,318,31,http://hotel.elong.com/shanghai/10201531/,
,上海,上海新时空众理酒店公寓,上海新时空众理酒店公寓,Qunar,,豪华复式双床房,1.来订吧,398,56,http://hotel.qunar.com/city/shanghai_city/dt-14543/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E6%96%B0%E6%97%B6%E7%A9%BA%E4%BC%97%E7%90%86%E9%85%92%E5%BA%97%E5%BC%8F%E5%85%AC%E5%AF%93&from=hotellist%7Csug&filterid=32c36b4c-fe9b-489e-b459-3cf25923c9d6_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A59AB5ED&QHPR=1_1_0_0,
,上海,上海海烟大酒店,上海海烟大酒店,Ctrip,3,商务标房,,258,,http://hotels.ctrip.com/hotel/481195.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海海烟大酒店,上海海烟大酒店,eLong,3,商务标房,,258,46,http://hotel.elong.com/shanghai/30201195/,
,上海,上海海烟大酒店,上海海烟大酒店,Qunar,,商务标准房,1.住哪网,258,46,http://hotel.qunar.com/city/shanghai_city/dt-432/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E6%B5%B7%E7%83%9F%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist&filterid=4d75b838-b637-4855-a370-bc50bebb35d7_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5717AB1&QHPR=1_1_0_0,
,上海,上海嘉瑞酒店,上海嘉瑞酒店,Ctrip,4,豪华商务房,,660,,http://hotels.ctrip.com/hotel/436581.html,
,上海,上海嘉瑞酒店,上海嘉瑞酒店,eLong,4,豪华商务房,,698,46,http://hotel.elong.com/shanghai/40201161/,
,上海,上海嘉瑞酒店,上海嘉瑞酒店,Qunar,,豪华商务房,2.住哪网,698,14,http://hotel.qunar.com/city/shanghai_city/dt-254/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E5%98%89%E7%91%9E%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=9a50b3b5-6d50-4ff5-ab83-1a3b409dfca8_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5786C47&QHPR=1_1_0_0,
,上海,上海东怡大酒店,上海东怡大酒店,Ctrip,4,高级房,,1280,,http://hotels.ctrip.com/hotel/397163.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海东怡大酒店,上海东怡大酒店,eLong,4,高级房,,734,,http://hotel.elong.com/shanghai/50201282/,
,上海,上海东怡大酒店,上海东怡大酒店,Qunar,,高级房,3.趣住网,1280,,http://hotel.qunar.com/city/shanghai_city/dt-2377/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E4%B8%9C%E6%80%A1%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist&filterid=0850f354-bf06-420b-be21-166d87c1e56e_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5928FD9&QHPR=1_1_0_0,
,上海,上海淳大万丽酒店,上海淳大万丽酒店,Ctrip,5,豪华房[含早],,611,,http://hotels.ctrip.com/hotel/427026.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海淳大万丽酒店,上海淳大万丽酒店,eLong,5,豪华房,,678,,http://hotel.elong.com/shanghai/50201024/,
,上海,上海淳大万丽酒店,上海淳大万丽酒店,Qunar,,豪华房,1.亚航假日酒店预订,1242,,http://hotel.qunar.com/city/shanghai_city/dt-59/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E6%B7%B3%E5%A4%A7%E4%B8%87%E4%B8%BD%E9%85%92%E5%BA%97&from=hotellist&filterid=3ed09c6c-39e1-4029-90fd-c3010aeb086c_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5A2D4F6&QHPR=1_1_0_0,
,上海,上海宏泉丽笙酒店,上海宏泉丽笙酒店,Ctrip,5,高级客房,,690,,http://hotels.ctrip.com/hotel/396490.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海宏泉丽笙酒店,上海宏泉丽笙酒店,eLong,5,高级房,,690,61,http://hotel.elong.com/shanghai/50201262/,
,上海,上海宏泉丽笙酒店,上海宏泉丽笙酒店,Qunar,,高级房,1.住哪网,690,58,http://hotel.qunar.com/city/shanghai_city/dt-2208/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E5%AE%8F%E6%B3%89%E4%B8%BD%E7%AC%99%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=ae18f025-c89a-4034-85b3-6b93a2325205_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5A900F2&QHPR=1_1_0_0,
,上海,上海衡山宾馆,上海衡山宾馆,Ctrip,5,高级双床房,,698,,http://hotels.ctrip.com/hotel/425179.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,上海,上海衡山宾馆,上海衡山宾馆,eLong,5,高级大床间,,734,,N/A,
,上海,上海衡山宾馆,上海衡山宾馆,Qunar,,高级大床房,2.趣住网,698,,http://hotel.qunar.com/city/shanghai_city/dt-192/?tag=shanghai_city#fromDate=2014-02-27&toDate=2014-02-28&q=%E4%B8%8A%E6%B5%B7%E8%A1%A1%E5%B1%B1%E5%AE%BE%E9%A6%86&from=hotellist&filterid=611d749f-c9b4-4746-bb4e-43621c894c27_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A5B79FEB&QHPR=1_1_0_0,
,深圳,7天连锁酒店深圳华强北燕南地铁站店（原深圳华强北二店）,7天连锁酒店（深圳华强北燕南地铁站店）,Ctrip,2,经济房,,207,,http://hotels.ctrip.com/hotel/115917.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_5_n_hi_0_0_0,
,深圳,7天连锁酒店深圳华强北燕南地铁站店（原深圳华强北二店）,7天连锁酒店（深圳华强北燕南地铁站店）,eLong,0,经济房,,207,,http://hotel.elong.com/shenzhen/02003037/,
,深圳,7天连锁酒店深圳华强北燕南地铁站店（原深圳华强北二店）,7天连锁酒店深圳华强北燕南地铁站店（原深圳华强北二店）,Qunar,经济型,经济房,1.住哪网,217,,http://hotel.qunar.com/city/shenzhen/dt-1988/?tag=shenzhen#fromDate=2014-02-27&toDate=2014-02-28&q=7%E5%A4%A9%20%E5%8D%8E%E5%BC%BA&from=hotellist&filterid=8b3a4da7-4091-46e1-ade6-8d65522e0aee_C&showMap=0&qptype=brand|poi&haspoi=1&QHFP=ZSS_A41C0F66&QHPR=1_6_0_0,
,深圳,7天连锁酒店深圳华强赛格广场店,7天连锁酒店（深圳华强赛格广场店）,Ctrip,2,经济房,,227,,http://hotels.ctrip.com/hotel/115919.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,深圳,7天连锁酒店深圳华强赛格广场店,7天连锁酒店（深圳华强赛格广场店）,eLong,0,经济房,,227,,http://hotel.elong.com/shenzhen/02003038/,
,深圳,7天连锁酒店深圳华强赛格广场店,7天连锁酒店深圳华强赛格广场店,Qunar,经济型,经济房,1.住哪网,237,,http://hotel.qunar.com/city/shenzhen/dt-1989/?tag=shenzhen#fromDate=2014-02-27&toDate=2014-02-28&q=7%E5%A4%A9%E8%BF%9E%E9%94%81%E9%85%92%E5%BA%97%E6%B7%B1%E5%9C%B3%E5%8D%8E%E5%BC%BA%E8%B5%9B%E6%A0%BC%E5%B9%BF%E5%9C%BA%E5%BA%97&from=hotellist&filterid=91c41d57-f35d-475a-8b37-4c79ff77becb_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A421AD1C&QHPR=1_1_0_0,
查无此店,深圳,百时快捷深圳福强店,百时（深圳福强路店）,Ctrip,2,单人房A,,149,,http://hotels.ctrip.com/hotel/139163.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,深圳,百时快捷深圳福强店,百时快捷酒店（深圳福强路店）,eLong,0,单人房A,,149,11,http://hotel.elong.com/shenzhen/02003321/,
,深圳,百时快捷深圳福强店,百时快捷深圳福强店,Qunar,经济型,单人房A,2.住哪网,149,,http://hotel.qunar.com/city/shenzhen/dt-5275/?tag=shenzhen#fromDate=2014-02-27&toDate=2014-02-28&q=%E7%99%BE%E6%97%B6%E5%BF%AB%E6%8D%B7%E6%B7%B1%E5%9C%B3%E7%A6%8F%E5%BC%BA%E5%BA%97&from=hotellist&filterid=07ea4ecf-0625-43c3-9fc3-d6454820380e_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4241CA9&QHPR=1_1_0_0,
,深圳,莫泰268连锁酒店深圳南山科技园店,莫泰268（深圳科技园店）,Ctrip,2,商务大床房,,257,,http://hotels.ctrip.com/hotel/428322.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,深圳,莫泰268连锁酒店深圳南山科技园店,莫泰268（深圳南山科技园店）（原南山麒麟店）,eLong,0,商务大床房（手机专享）,,223,,http://hotel.elong.com/shenzhen/02003008/,
,深圳,莫泰268连锁酒店深圳南山科技园店,莫泰268连锁酒店深圳南山科技园店,Qunar,经济型,商务大床房,2.住哪网,266,,http://hotel.qunar.com/city/shenzhen/dt-2186/?tag=shenzhen#fromDate=2014-02-27&toDate=2014-02-28&q=%E8%8E%AB%E6%B3%B0268%E8%BF%9E%E9%94%81%E9%85%92%E5%BA%97%E6%B7%B1%E5%9C%B3%E5%8D%97%E5%B1%B1%E7%A7%91%E6%8A%80%E5%9B%AD%E5%BA%97&from=hotellist&filterid=f3e904e2-e995-4ba3-b2af-e43f7a2f3d23_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4278817&QHPR=1_1_0_0,
